"id","year","hour","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","count","segment_horari"
6166,"2011",23,"Estiu","0","0","Molt Bo",22.14,25.76,68,12.998,54,"Vespre"
6167,"2012",12,"Primavera","0","1","Molt Bo",18.04,21.97,44,30.0026,281,"Matí"
6170,"2011",23,"Hivern","0","1","Molt Bo",15.58,19.695,40,15.0013,33,"Vespre"
6172,"2011",8,"Primavera","0","1","Molt Bo",14.76,17.425,76,12.998,314,"Matinada"
6174,"2012",16,"Estiu","0","0","Bo",29.52,34.85,79,23.9994,566,"Matí"
6176,"2011",3,"Primavera","0","1","Bo",29.52,35.605,84,7.0015,2,"Matinada"
6177,"2011",7,"Primavera","0","1","Molt Bo",19.68,23.485,72,12.998,318,"Matinada"
6179,"2011",23,"Primavera","0","1","Molt Bo",25.42,28.79,83,8.9981,178,"Vespre"
6181,"2011",13,"Hivern","0","1","Molt Bo",24.6,31.06,43,12.998,176,"Matí"
6182,"2012",16,"Primavera","0","1","Molt Bo",19.68,23.485,31,19.0012,353,"Matí"
6183,"2012",7,"Hivern","0","1","Bo",12.3,14.395,65,12.998,321,"Matinada"
6186,"2012",4,"Estiu","0","0","Molt Bo",20.5,24.24,72,0,8,"Matinada"
6187,"2011",22,"Tardor","0","1","Molt Bo",20.5,24.24,72,8.9981,114,"Vespre"
6190,"2012",2,"Primavera","0","1","Molt Bo",19.68,23.485,67,8.9981,21,"Matinada"
6191,"2011",17,"Hivern","0","1","Molt Bo",9.02,11.365,41,11.0014,159,"Vespre"
6192,"2012",5,"Tardor","0","0","Molt Bo",11.48,15.91,87,0,10,"Matinada"
6193,"2011",8,"Tardor","0","0","Bo",16.4,20.455,76,22.0028,67,"Matinada"
6194,"2012",8,"Tardor","0","0","Dolent",17.22,21.21,67,8.9981,62,"Matinada"
6195,"2011",17,"Primavera","0","1","Molt Bo",26.24,31.06,47,7.0015,259,"Vespre"
6197,"2012",23,"Estiu","0","1","Molt Bo",26.24,28.79,89,11.0014,169,"Vespre"
6198,"2012",18,"Primavera","0","0","Molt Bo",28.7,31.82,34,16.9979,496,"Vespre"
6199,"2012",8,"Hivern","0","0","Molt Bo",9.84,12.88,75,7.0015,64,"Matinada"
6202,"2011",21,"Tardor","0","1","Molt Bo",20.5,24.24,82,7.0015,201,"Vespre"
6203,"2011",13,"Primavera","0","0","Molt Bo",30.34,32.575,28,8.9981,456,"Matí"
6204,"2011",14,"Primavera","0","1","Molt Bo",30.34,32.575,28,0,178,"Matí"
6205,"2011",20,"Estiu","0","1","Dolent",22.14,25.76,88,19.9995,163,"Vespre"
6206,"2012",14,"Estiu","0","0","Molt Bo",33.62,38.635,52,30.0026,626,"Matí"
6207,"2012",5,"Tardor","0","1","Molt Bo",12.3,14.395,56,12.998,27,"Matinada"
6209,"2012",22,"Primavera","0","1","Bo",17.22,21.21,77,6.0032,162,"Vespre"
6210,"2011",2,"Tardor","0","1","Bo",21.32,25,77,12.998,7,"Matinada"
6211,"2012",18,"Primavera","0","1","Bo",24.6,31.06,53,23.9994,646,"Vespre"
6213,"2012",16,"Primavera","0","0","Bo",25.42,30.305,61,0,544,"Matí"
6214,"2011",20,"Estiu","0","1","Dolent",26.24,28.79,89,6.0032,96,"Vespre"
6216,"2011",4,"Hivern","0","0","Molt Bo",16.4,20.455,15,22.0028,3,"Matinada"
6217,"2011",4,"Tardor","0","0","Molt Bo",18.04,21.97,88,0,14,"Matinada"
6219,"2011",10,"Tardor","0","1","Molt Bo",19.68,23.485,67,19.0012,126,"Matí"
6223,"2012",12,"Primavera","0","0","Molt Bo",27.88,31.82,41,7.0015,603,"Matí"
6225,"2011",0,"Hivern","0","1","Molt Bo",8.2,8.335,40,30.0026,12,"Matinada"
6226,"2012",15,"Tardor","0","1","Bo",24.6,31.06,49,16.9979,300,"Matí"
6227,"2011",1,"Tardor","0","0","Molt Bo",8.2,11.365,69,7.0015,46,"Matinada"
6228,"2012",13,"Hivern","0","1","Bo",27.06,31.06,41,6.0032,273,"Matí"
6229,"2011",23,"Primavera","0","1","Molt Bo",21.32,25,94,6.0032,59,"Vespre"
6230,"2011",9,"Tardor","0","1","Molt Bo",10.66,12.88,60,11.0014,233,"Matí"
6231,"2011",4,"Tardor","0","1","Bo",22.14,25.76,100,7.0015,7,"Matinada"
6232,"2012",10,"Estiu","0","1","Molt Bo",25.42,31.06,50,19.0012,210,"Matí"
6233,"2011",0,"Hivern","0","0","Molt Bo",10.66,12.88,70,12.998,39,"Matinada"
6234,"2011",11,"Primavera","0","1","Molt Bo",22.96,26.515,64,6.0032,141,"Matí"
6235,"2011",13,"Hivern","0","0","Molt Bo",15.58,19.695,29,23.9994,154,"Matí"
6236,"2011",18,"Primavera","0","1","Dolent",23.78,27.275,83,12.998,453,"Vespre"
6237,"2011",6,"Tardor","0","0","Bo",10.66,12.12,56,19.0012,17,"Matinada"
6238,"2012",10,"Tardor","1","0","Molt Bo",19.68,23.485,77,11.0014,266,"Matí"
6239,"2011",3,"Tardor","0","0","Molt Bo",9.84,14.395,87,0,9,"Matinada"
6241,"2011",17,"Primavera","0","1","Molt Bo",22.96,26.515,78,11.0014,547,"Vespre"
6243,"2012",5,"Estiu","0","1","Bo",29.52,33.335,51,0,40,"Matinada"
6245,"2011",18,"Tardor","0","0","Molt Bo",26.24,31.06,50,7.0015,414,"Vespre"
6246,"2011",6,"Hivern","0","1","Dolent",14.76,16.665,0,22.0028,12,"Matinada"
6248,"2012",22,"Hivern","0","1","Bo",9.84,12.12,87,8.9981,98,"Vespre"
6250,"2011",20,"Hivern","0","1","Bo",9.02,13.635,87,0,83,"Vespre"
6254,"2012",8,"Estiu","0","1","Bo",30.34,36.365,72,6.0032,646,"Matinada"
6257,"2012",8,"Hivern","0","1","Bo",13.94,14.395,42,31.0009,501,"Matinada"
6260,"2011",10,"Tardor","0","1","Molt Bo",12.3,14.395,75,15.0013,105,"Matí"
6262,"2012",15,"Hivern","0","0","Molt Bo",20.5,24.24,29,19.9995,487,"Matí"
6263,"2011",2,"Primavera","0","0","Molt Bo",17.22,21.21,82,6.0032,52,"Matinada"
6264,"2011",13,"Hivern","0","1","Molt Bo",17.22,21.21,30,23.9994,93,"Matí"
6266,"2011",21,"Estiu","0","1","Molt Bo",32.8,37.12,52,15.0013,254,"Vespre"
6267,"2011",12,"Hivern","0","0","Molt Bo",12.3,13.635,39,31.0009,120,"Matí"
6268,"2011",17,"Tardor","0","1","Bo",13.12,15.15,45,19.0012,365,"Vespre"
6269,"2012",19,"Estiu","0","0","Bo",26.24,30.305,73,8.9981,341,"Vespre"
6270,"2012",11,"Hivern","0","1","Dolent",16.4,20.455,82,16.9979,105,"Matí"
6271,"2012",9,"Estiu","0","0","Molt Bo",25.42,30.305,61,16.9979,299,"Matí"
6272,"2011",11,"Tardor","0","1","Dolent",18.04,21.97,100,6.0032,50,"Matí"
6273,"2012",6,"Primavera","0","1","Bo",24.6,28.79,78,7.0015,161,"Matinada"
6274,"2012",23,"Estiu","0","1","Bo",28.7,32.575,58,16.9979,152,"Vespre"
6276,"2012",15,"Tardor","0","1","Molt Bo",18.86,22.725,36,15.0013,356,"Matí"
6277,"2012",6,"Estiu","0","1","Molt Bo",19.68,23.485,82,0,164,"Matinada"
6278,"2012",6,"Primavera","0","1","Molt Bo",19.68,23.485,82,16.9979,184,"Matinada"
6279,"2011",6,"Estiu","0","1","Bo",25.42,25.76,100,8.9981,57,"Matinada"
6280,"2011",9,"Tardor","0","0","Molt Bo",8.2,12.88,59,0,107,"Matí"
6281,"2011",21,"Estiu","0","1","Molt Bo",33.62,37.12,43,7.0015,258,"Vespre"
6282,"2011",4,"Tardor","0","1","Molt Bo",15.58,19.695,94,6.0032,3,"Matinada"
6283,"2012",4,"Primavera","0","0","Molt Bo",25.42,29.545,78,6.0032,10,"Matinada"
6285,"2011",6,"Estiu","0","1","Molt Bo",27.88,31.82,74,12.998,121,"Matinada"
6286,"2012",5,"Tardor","0","1","Bo",22.14,25.76,88,0,36,"Matinada"
6287,"2011",11,"Tardor","0","0","Molt Bo",10.66,15.15,35,0,197,"Matí"
6288,"2012",7,"Estiu","0","1","Molt Bo",20.5,24.24,72,7.0015,596,"Matinada"
6289,"2012",21,"Tardor","0","1","Molt Bo",13.94,16.665,49,12.998,178,"Vespre"
6291,"2011",14,"Estiu","0","1","Bo",31.98,35.605,52,16.9979,245,"Matí"
6293,"2012",16,"Primavera","0","0","Molt Bo",26.24,30.305,19,22.0028,476,"Matí"
6294,"2011",6,"Primavera","0","1","Molt Bo",18.04,21.97,88,0,112,"Matinada"
6296,"2012",13,"Estiu","0","1","Bo",32.8,37.12,52,0,313,"Matí"
6297,"2011",18,"Primavera","0","1","Dolent",18.04,21.97,77,15.0013,224,"Vespre"
6298,"2011",11,"Hivern","0","1","Bo",13.12,15.15,57,19.9995,81,"Matí"
6299,"2012",12,"Primavera","1","0","Molt Bo",27.88,31.82,57,16.9979,271,"Matí"
6301,"2011",12,"Hivern","0","1","Bo",9.84,11.365,93,15.0013,64,"Matí"
6304,"2012",21,"Hivern","0","0","Molt Bo",18.86,22.725,19,22.0028,154,"Vespre"
6305,"2011",9,"Estiu","0","0","Molt Bo",31.16,37.12,75,7.0015,184,"Matí"
6306,"2011",20,"Primavera","0","0","Bo",28.7,32.575,48,6.0032,239,"Vespre"
6307,"2011",15,"Estiu","0","1","Molt Bo",33.62,37.12,43,0,162,"Matí"
6308,"2012",1,"Hivern","0","1","Molt Bo",9.84,12.12,48,8.9981,6,"Matinada"
6309,"2012",8,"Estiu","0","1","Molt Bo",31.16,34.85,52,12.998,568,"Matinada"
6310,"2012",7,"Hivern","0","1","Bo",11.48,14.395,93,7.0015,226,"Matinada"
6311,"2011",15,"Tardor","0","0","Molt Bo",17.22,21.21,62,12.998,296,"Matí"
6312,"2012",22,"Tardor","0","0","Molt Bo",18.04,21.97,62,8.9981,185,"Vespre"
6313,"2012",11,"Estiu","0","1","Molt Bo",27.06,31.06,50,12.998,232,"Matí"
6314,"2011",21,"Hivern","0","0","Molt Bo",16.4,20.455,35,23.9994,51,"Vespre"
6315,"2011",11,"Tardor","0","1","Molt Bo",17.22,21.21,71,8.9981,144,"Matí"
6316,"2011",6,"Tardor","0","1","Bo",22.14,25.76,88,16.9979,112,"Matinada"
6317,"2011",13,"Tardor","0","0","Molt Bo",25.42,31.06,46,7.0015,485,"Matí"
6319,"2012",0,"Hivern","0","0","Bo",18.04,21.97,94,6.0032,100,"Matinada"
6321,"2011",5,"Estiu","0","0","Molt Bo",25.42,30.305,69,12.998,12,"Matinada"
6322,"2011",11,"Hivern","0","1","Molt Bo",5.74,6.06,39,23.9994,45,"Matí"
6323,"2012",3,"Primavera","0","1","Molt Bo",18.86,22.725,82,0,8,"Matinada"
6326,"2012",20,"Primavera","0","1","Bo",26.24,30.305,69,19.0012,302,"Vespre"
6327,"2011",22,"Estiu","0","0","Molt Bo",28.7,32.575,65,19.0012,201,"Vespre"
6330,"2011",15,"Hivern","0","1","Dolent",18.04,21.97,0,15.0013,14,"Matí"
6331,"2011",1,"Estiu","0","0","Molt Bo",18.86,22.725,77,15.0013,79,"Matinada"
6336,"2012",17,"Estiu","0","1","Molt Bo",30.34,34.85,70,16.9979,646,"Vespre"
6337,"2011",0,"Hivern","0","1","Molt Bo",4.92,6.82,50,12.998,14,"Matinada"
6339,"2011",18,"Estiu","0","1","Molt Bo",28.7,32.575,54,12.998,571,"Vespre"
6340,"2012",17,"Hivern","0","1","Molt Bo",17.22,21.21,54,31.0009,450,"Vespre"
6342,"2012",4,"Hivern","0","1","Dolent",12.3,15.91,70,6.0032,3,"Matinada"
6343,"2012",12,"Hivern","0","0","Molt Bo",14.76,17.425,43,12.998,369,"Matí"
6344,"2011",4,"Primavera","0","1","Molt Bo",18.86,22.725,94,12.998,1,"Matinada"
6345,"2012",11,"Primavera","0","0","Molt Bo",26.24,31.06,41,16.9979,511,"Matí"
6346,"2011",17,"Tardor","0","0","Molt Bo",11.48,13.635,46,11.0014,136,"Vespre"
6347,"2012",6,"Primavera","0","1","Molt Bo",19.68,23.485,77,0,172,"Matinada"
6348,"2012",2,"Tardor","0","1","Molt Bo",17.22,21.21,50,8.9981,11,"Matinada"
6350,"2011",20,"Hivern","0","1","Molt Bo",25.42,31.06,46,8.9981,149,"Vespre"
6351,"2011",0,"Estiu","0","1","Bo",28.7,32.575,65,11.0014,55,"Matinada"
6353,"2012",4,"Tardor","0","1","Molt Bo",14.76,18.18,81,6.0032,4,"Matinada"
6354,"2011",8,"Primavera","0","1","Molt Bo",23.78,27.275,49,26.0027,486,"Matinada"
6355,"2011",4,"Primavera","0","1","Molt Bo",18.86,22.725,67,6.0032,5,"Matinada"
6357,"2012",12,"Tardor","0","1","Molt Bo",16.4,20.455,43,19.0012,290,"Matí"
6358,"2011",17,"Hivern","0","1","Molt Bo",20.5,24.24,23,19.0012,268,"Vespre"
6359,"2011",0,"Hivern","0","1","Molt Bo",10.66,14.395,65,6.0032,9,"Matinada"
6360,"2011",11,"Primavera","0","1","Molt Bo",24.6,31.06,40,26.0027,124,"Matí"
6364,"2012",23,"Estiu","0","1","Molt Bo",29.52,34.09,66,11.0014,167,"Vespre"
6365,"2012",1,"Hivern","0","1","Molt Bo",9.84,12.12,60,8.9981,5,"Matinada"
6366,"2011",23,"Estiu","0","1","Molt Bo",27.06,31.06,65,8.9981,77,"Vespre"
6367,"2011",23,"Tardor","0","0","Molt Bo",19.68,23.485,88,0,142,"Vespre"
6368,"2011",9,"Primavera","0","1","Bo",22.96,26.515,83,19.0012,165,"Matí"
6370,"2011",7,"Primavera","1","0","Molt Bo",16.4,20.455,71,11.0014,149,"Matinada"
6371,"2012",15,"Estiu","0","0","Dolent",37.72,44.695,42,19.0012,298,"Matí"
6374,"2011",11,"Primavera","0","0","Bo",26.24,30.305,69,7.0015,335,"Matí"
6375,"2011",20,"Hivern","0","1","Molt Bo",6.56,8.335,50,11.0014,74,"Vespre"
6377,"2011",22,"Primavera","0","1","Bo",16.4,20.455,94,19.9995,54,"Vespre"
6378,"2012",16,"Estiu","0","1","Molt Bo",32.8,35.605,38,12.998,411,"Matí"
6379,"2011",22,"Primavera","0","1","Bo",16.4,20.455,76,12.998,81,"Vespre"
6380,"2011",8,"Primavera","0","1","Molt Bo",22.96,26.515,73,19.9995,394,"Matinada"
6382,"2012",18,"Primavera","0","1","Molt Bo",20.5,24.24,27,16.9979,618,"Vespre"
6383,"2012",10,"Estiu","0","0","Molt Bo",25.42,31.06,41,26.0027,442,"Matí"
6385,"2011",6,"Primavera","0","1","Molt Bo",22.14,25.76,45,19.9995,106,"Matinada"
6386,"2011",22,"Tardor","0","1","Dolent",9.84,9.85,93,30.0026,13,"Vespre"
6388,"2012",5,"Primavera","0","1","Bo",22.14,25.76,77,11.0014,26,"Matinada"
6390,"2012",6,"Tardor","0","1","Molt Bo",13.94,17.425,81,6.0032,143,"Matinada"
6391,"2011",3,"Estiu","0","0","Molt Bo",24.6,28.79,78,8.9981,26,"Matinada"
6393,"2012",9,"Tardor","0","1","Bo",16.4,20.455,87,0,282,"Matí"
6394,"2012",16,"Hivern","0","1","Molt Bo",18.04,21.97,35,16.9979,276,"Matí"
6395,"2012",14,"Hivern","0","1","Molt Bo",14.76,17.425,46,15.0013,170,"Matí"
6396,"2011",12,"Estiu","0","1","Molt Bo",34.44,38.635,41,0,171,"Matí"
6397,"2012",4,"Tardor","0","1","Bo",18.86,22.725,88,7.0015,6,"Matinada"
6398,"2011",21,"Primavera","0","1","Molt Bo",27.06,31.06,57,6.0032,189,"Vespre"
6399,"2012",18,"Primavera","0","1","Molt Bo",20.5,24.24,31,7.0015,646,"Vespre"
6401,"2012",6,"Tardor","0","1","Molt Bo",14.76,18.94,93,0,138,"Matinada"
6402,"2012",13,"Hivern","0","1","Molt Bo",13.12,15.15,22,15.0013,140,"Matí"
6404,"2011",20,"Tardor","0","0","Molt Bo",9.02,12.12,55,7.0015,72,"Vespre"
6407,"2011",7,"Primavera","0","0","Bo",10.66,13.635,70,7.0015,18,"Matinada"
6408,"2012",7,"Tardor","0","1","Bo",24.6,25.76,94,12.998,515,"Matinada"
6409,"2012",19,"Hivern","0","1","Molt Bo",13.94,16.665,25,8.9981,263,"Vespre"
6410,"2012",1,"Primavera","0","0","Molt Bo",26.24,30.305,73,8.9981,116,"Matinada"
6411,"2012",1,"Tardor","0","1","Bo",18.86,22.725,88,0,8,"Matinada"
6412,"2012",7,"Estiu","0","0","Molt Bo",29.52,34.85,77,11.0014,67,"Matinada"
6414,"2012",20,"Hivern","0","0","Molt Bo",5.74,6.06,42,22.0028,57,"Vespre"
6416,"2011",22,"Primavera","0","1","Molt Bo",30.34,34.85,66,8.9981,129,"Vespre"
6418,"2012",10,"Hivern","0","1","Molt Bo",11.48,12.88,56,19.0012,129,"Matí"
6421,"2011",9,"Primavera","0","0","Bo",15.58,19.695,94,8.9981,81,"Matí"
6426,"2011",8,"Primavera","0","1","Molt Bo",30.34,34.09,58,8.9981,452,"Matinada"
6427,"2011",17,"Primavera","0","1","Molt Bo",25.42,30.305,65,27.9993,604,"Vespre"
6428,"2011",6,"Hivern","0","1","Molt Bo",5.74,6.06,33,19.9995,35,"Matinada"
6430,"2011",22,"Primavera","0","0","Molt Bo",20.5,24.24,88,6.0032,115,"Vespre"
6434,"2011",9,"Tardor","0","0","Molt Bo",16.4,20.455,54,19.0012,135,"Matí"
6437,"2012",8,"Tardor","0","1","Molt Bo",20.5,24.24,77,11.0014,646,"Matinada"
6438,"2011",21,"Primavera","0","1","Bo",28.7,31.82,30,30.0026,95,"Vespre"
6440,"2012",1,"Tardor","0","1","Molt Bo",13.12,15.91,66,11.0014,24,"Matinada"
6442,"2012",5,"Tardor","0","1","Bo",22.96,26.515,73,19.0012,40,"Matinada"
6443,"2011",7,"Tardor","0","0","Molt Bo",9.02,12.88,75,6.0032,26,"Matinada"
6444,"2012",18,"Estiu","0","0","Molt Bo",31.98,34.09,35,7.0015,491,"Vespre"
6446,"2011",10,"Primavera","0","0","Bo",25.42,29.545,73,6.0032,251,"Matí"
6447,"2012",5,"Estiu","0","0","Molt Bo",27.88,31.82,79,7.0015,10,"Matinada"
6448,"2012",11,"Primavera","0","1","Molt Bo",19.68,23.485,23,0,258,"Matí"
6450,"2012",17,"Estiu","0","0","Molt Bo",31.16,36.365,66,6.0032,503,"Vespre"
6451,"2012",21,"Tardor","0","1","Bo",15.58,19.695,54,8.9981,267,"Vespre"
6452,"2012",13,"Primavera","0","1","Bo",29.52,33.335,51,15.0013,249,"Matí"
6453,"2011",21,"Primavera","0","1","Dolent",31.16,34.85,52,0,171,"Vespre"
6454,"2011",18,"Tardor","0","1","Molt Bo",11.48,13.635,52,15.0013,318,"Vespre"
6455,"2011",8,"Hivern","0","1","Bo",9.84,12.12,87,8.9981,249,"Matinada"
6457,"2011",14,"Primavera","0","0","Molt Bo",28.7,32.575,58,11.0014,385,"Matí"
6458,"2011",22,"Hivern","0","1","Bo",7.38,9.85,43,11.0014,36,"Vespre"
6459,"2011",11,"Tardor","0","1","Bo",22.14,25.76,60,19.0012,128,"Matí"
6460,"2011",22,"Primavera","0","0","Molt Bo",22.14,25.76,49,12.998,120,"Vespre"
6461,"2011",23,"Hivern","0","0","Molt Bo",9.84,14.395,65,0,30,"Vespre"
6463,"2012",17,"Estiu","0","0","Molt Bo",27.06,31.06,41,0,570,"Vespre"
6465,"2012",17,"Hivern","1","0","Molt Bo",10.66,11.365,35,26.0027,153,"Vespre"
6467,"2012",10,"Tardor","0","1","Molt Bo",27.06,30.305,78,11.0014,175,"Matí"
6468,"2012",16,"Estiu","0","1","Molt Bo",32.8,37.88,55,19.0012,470,"Matí"
6470,"2011",4,"Estiu","0","0","Molt Bo",26.24,28.79,83,11.0014,4,"Matinada"
6471,"2012",13,"Tardor","0","1","Molt Bo",13.94,15.91,53,16.9979,218,"Matí"
6472,"2011",2,"Hivern","0","1","Molt Bo",18.04,21.97,72,19.0012,7,"Matinada"
6473,"2012",19,"Hivern","0","1","Molt Bo",13.94,17.425,34,6.0032,265,"Vespre"
6475,"2011",9,"Hivern","0","1","Molt Bo",9.02,9.09,64,31.0009,134,"Matí"
6476,"2012",21,"Tardor","1","0","Dolent",22.14,25.76,73,15.0013,155,"Vespre"
6477,"2012",9,"Tardor","0","0","Molt Bo",24.6,29.545,73,12.998,395,"Matí"
6478,"2011",11,"Primavera","0","1","Bo",33.62,40.15,59,15.0013,112,"Matí"
6479,"2011",23,"Tardor","0","1","Molt Bo",10.66,15.15,70,0,59,"Vespre"
6480,"2012",17,"Tardor","0","0","Molt Bo",14.76,17.425,43,12.998,327,"Vespre"
6481,"2011",2,"Primavera","0","1","Dolent",21.32,25,94,15.0013,6,"Matinada"
6482,"2011",0,"Hivern","0","0","Molt Bo",8.2,11.365,64,7.0015,39,"Matinada"
6484,"2012",17,"Estiu","0","1","Molt Bo",28.7,31.82,28,0,646,"Vespre"
6485,"2011",11,"Tardor","0","1","Bo",18.86,22.725,67,26.0027,108,"Matí"
6486,"2011",1,"Hivern","0","1","Molt Bo",6.56,9.85,74,6.0032,6,"Matinada"
6488,"2012",3,"Primavera","0","1","Molt Bo",24.6,29.545,73,16.9979,3,"Matinada"
6490,"2012",15,"Estiu","0","1","Bo",32.8,35.605,36,7.0015,353,"Matí"
6491,"2012",10,"Estiu","0","1","Molt Bo",30.34,33.335,48,8.9981,199,"Matí"
6493,"2012",16,"Tardor","0","1","Molt Bo",18.86,22.725,33,19.0012,377,"Matí"
6494,"2012",4,"Tardor","0","0","Molt Bo",10.66,13.635,65,8.9981,9,"Matinada"
6495,"2011",23,"Hivern","0","1","Molt Bo",7.38,10.605,55,7.0015,12,"Vespre"
6496,"2011",20,"Hivern","0","0","Molt Bo",16.4,20.455,35,22.0028,47,"Vespre"
6497,"2012",9,"Primavera","0","1","Molt Bo",17.22,21.21,41,11.0014,330,"Matí"
6500,"2011",5,"Tardor","0","1","Bo",21.32,25,88,0,20,"Matinada"
6501,"2011",21,"Hivern","0","1","Molt Bo",11.48,13.635,38,15.0013,54,"Vespre"
6502,"2011",8,"Estiu","0","1","Bo",28.7,32.575,82,23.9994,398,"Matinada"
6503,"2012",16,"Hivern","0","1","Dolent",13.94,18.18,81,0,118,"Matí"
6505,"2012",15,"Hivern","0","1","Bo",7.38,7.575,37,22.0028,90,"Matí"
6506,"2011",0,"Primavera","0","1","Molt Bo",15.58,19.695,76,8.9981,21,"Matinada"
6507,"2011",22,"Hivern","0","1","Molt Bo",4.92,9.85,39,0,51,"Vespre"
6508,"2012",2,"Estiu","0","1","Molt Bo",28.7,33.335,84,8.9981,13,"Matinada"
6509,"2012",21,"Tardor","0","0","Bo",13.12,16.665,57,7.0015,139,"Vespre"
6512,"2012",10,"Tardor","0","1","Bo",15.58,19.695,87,6.0032,135,"Matí"
6514,"2012",15,"Primavera","0","1","Molt Bo",25.42,30.305,25,12.998,439,"Matí"
6515,"2011",22,"Hivern","0","1","Molt Bo",12.3,15.15,52,11.0014,59,"Vespre"
6516,"2012",20,"Primavera","0","1","Molt Bo",27.88,31.82,83,12.998,386,"Vespre"
6518,"2012",3,"Estiu","0","0","Molt Bo",24.6,29.545,73,16.9979,37,"Matinada"
6519,"2011",18,"Hivern","0","1","Molt Bo",8.2,9.09,32,26.0027,152,"Vespre"
6520,"2011",15,"Hivern","0","0","Molt Bo",18.04,21.97,16,31.0009,171,"Matí"
6521,"2011",7,"Estiu","0","0","Molt Bo",27.06,30.305,78,12.998,71,"Matinada"
6522,"2011",0,"Primavera","0","1","Molt Bo",19.68,23.485,88,22.0028,23,"Matinada"
6523,"2011",23,"Hivern","0","1","Molt Bo",12.3,13.635,52,31.0009,28,"Vespre"
6524,"2011",6,"Primavera","0","0","Molt Bo",10.66,13.635,70,7.0015,12,"Matinada"
6525,"2011",19,"Tardor","0","0","Molt Bo",10.66,12.12,38,19.0012,154,"Vespre"
6526,"2012",6,"Hivern","0","1","Bo",7.38,9.09,93,12.998,79,"Matinada"
6528,"2012",9,"Hivern","0","1","Bo",12.3,15.15,70,11.0014,202,"Matí"
6530,"2012",18,"Hivern","0","0","Dolent",11.48,13.635,75,11.0014,64,"Vespre"
6531,"2011",16,"Tardor","0","1","Bo",22.96,26.515,88,15.0013,55,"Matí"
6534,"2012",17,"Hivern","0","1","Bo",8.2,9.85,40,12.998,281,"Vespre"
6535,"2012",12,"Primavera","0","1","Bo",28.7,33.335,74,23.9994,310,"Matí"
6536,"2011",1,"Hivern","1","0","Bo",8.2,9.85,44,12.998,16,"Matinada"
6537,"2011",3,"Hivern","0","1","Molt Bo",9.02,10.605,69,19.0012,2,"Matinada"
6538,"2012",23,"Hivern","0","0","Molt Bo",18.04,21.97,51,19.9995,29,"Vespre"
6540,"2012",17,"Primavera","0","1","Molt Bo",29.52,33.335,48,15.0013,646,"Vespre"
6542,"2011",6,"Tardor","0","1","Bo",18.04,21.97,94,19.0012,86,"Matinada"
6543,"2012",21,"Hivern","0","1","Molt Bo",22.14,25.76,68,19.0012,243,"Vespre"
6544,"2012",21,"Primavera","0","0","Bo",20.5,24.24,59,11.0014,134,"Vespre"
6546,"2012",15,"Hivern","0","1","Molt Bo",18.04,21.97,38,12.998,146,"Matí"
6547,"2012",19,"Tardor","0","0","Molt Bo",14.76,17.425,62,8.9981,257,"Vespre"
6548,"2012",20,"Tardor","0","1","Dolent",25.42,27.275,94,8.9981,306,"Vespre"
6549,"2012",6,"Tardor","0","0","Bo",18.04,21.97,54,12.998,23,"Matinada"
6551,"2012",17,"Estiu","0","0","Dolent",30.34,34.85,66,23.9994,512,"Vespre"
6552,"2012",2,"Primavera","0","1","Molt Bo",25.42,28.79,83,8.9981,4,"Matinada"
6553,"2011",19,"Primavera","0","1","Molt Bo",29.52,33.335,51,30.0026,284,"Vespre"
6554,"2012",4,"Hivern","0","1","Dolent",14.76,17.425,93,12.998,2,"Matinada"
6556,"2011",6,"Tardor","0","0","Molt Bo",9.84,10.605,60,22.0028,12,"Matinada"
6557,"2011",3,"Hivern","0","0","Molt Bo",9.02,13.635,69,0,15,"Matinada"
6559,"2011",12,"Tardor","0","1","Molt Bo",12.3,13.635,61,22.0028,141,"Matí"
6561,"2011",13,"Primavera","0","1","Molt Bo",36.9,40.91,37,12.998,154,"Matí"
6562,"2012",15,"Estiu","0","1","Molt Bo",32.8,37.88,55,16.9979,331,"Matí"
6563,"2011",12,"Tardor","0","1","Dolent",21.32,25,88,11.0014,75,"Matí"
6565,"2012",21,"Tardor","0","0","Molt Bo",16.4,20.455,66,0,220,"Vespre"
6566,"2012",5,"Hivern","0","0","Bo",16.4,20.455,94,7.0015,6,"Matinada"
6567,"2011",0,"Primavera","0","1","Bo",22.96,26.515,83,15.0013,16,"Matinada"
6568,"2011",19,"Hivern","0","1","Molt Bo",9.84,12.88,38,7.0015,132,"Vespre"
6569,"2012",20,"Primavera","0","1","Molt Bo",27.88,31.82,36,27.9993,448,"Vespre"
6571,"2012",9,"Primavera","0","1","Molt Bo",15.58,19.695,54,23.9994,317,"Matí"
6572,"2011",6,"Hivern","0","1","Molt Bo",4.1,9.09,68,0,24,"Matinada"
6574,"2011",20,"Estiu","1","0","Dolent",27.06,29.545,94,16.9979,82,"Vespre"
6575,"2012",3,"Estiu","0","1","Molt Bo",27.06,30.305,83,0,6,"Matinada"
6576,"2012",8,"Primavera","0","0","Molt Bo",22.14,25.76,60,6.0032,140,"Matinada"
6577,"2012",1,"Hivern","0","0","Molt Bo",12.3,14.395,36,16.9979,51,"Matinada"
6578,"2012",5,"Primavera","0","1","Molt Bo",22.14,25.76,94,7.0015,38,"Matinada"
6579,"2012",11,"Hivern","0","1","Bo",11.48,14.395,45,7.0015,153,"Matí"
